gene_id	transcript_id	chrom	tx_start	tx_end	strand
ENSG00000201700	ENST00000364830.3	chr14	100929918	100929990	+
ENSG00000201701	ENST00000364831.1	chr3	32037525	32037653	+
ENSG00000172890	ENST00000319023.6	chr11	71453108	71501816	+
ENSG00000250560	ENST00000506837.2	chr4	75194866	75195079	+
ENSG00000231001	ENST00000454702.2	chrX	94776738	94777567	-
ENSG00000180211	ENST00000325612.5	chr6	39958413	39958833	-
ENSG00000271259	ENST00000605051.1	chr12	89371819	89372359	+
ENSG00000187244	ENST00000270233.11	chr19	44809058	44821421	+
ENSG00000231004	ENST00000453421.1	chr22	17329033	17329232	+
ENSG00000271257	ENST00000603797.1	chr5	58503294	58503700	+
ENSG00000158555	ENST00000336898.7	chr11	75434639	75525903	-
ENSG00000271251	ENST00000603398.1	chr10	8472718	8472952	+
ENSG00000271250	ENST00000605401.1	chr13	21216554	21216660	+
ENSG00000271253	ENST00000604949.1	chr7	12685636	12686033	+
ENSG00000271252	ENST00000603401.1	chr1	95743095	95759470	+
ENSG00000100632	ENST00000557016.5	chr14	69380122	69398627	-
ENSG00000270124	ENST00000602862.1	chr16	85580008	85583571	-
ENSG00000270127	ENST00000602585.2	chr15	100547764	100550153	-
ENSG00000270120	ENST00000602304.1	chr16	50712843	50713589	+
ENSG00000270123	ENST00000602301.2	chr5	136080469	136080597	-
ENSG00000224231	ENST00000446520.1	chr2	138101883	138105905	+
ENSG00000224230	ENST00000455159.1	chr6_GL000253v2_alt	3820958	3821054	-
ENSG00000224233	ENST00000453647.1	chr6	29181509	29182445	+
ENSG00000264658	ENST00000578126.1	chr4	7310449	7310524	+
ENSG00000187969	ENST00000339534.3	chrX	74304189	74305031	+
ENSG00000224237	ENST00000457048.1	chr3	27214815	27215018	-
ENSG00000224236	ENST00000435941.1	chrX	123116106	123117781	-
ENSG00000235192	ENST00000425688.1	chr2	165794850	165810010	+
ENSG00000224238	ENST00000423984.2	chr1	119047404	119064785	+
ENSG00000235190	ENST00000438615.1	chrX	131937669	131937853	+
ENSG00000137404	ENST00000259953.8	chr6	30688046	30691420	-
ENSG00000235196	ENST00000429048.2	chrX	101911528	101912072	+
ENSG00000235197	ENST00000432492.1	chr10	37894636	37896666	+
ENSG00000235194	ENST00000452015.8	chr14	23295642	23302848	-
ENSG00000235195	ENST00000412953.1	chr6_GL000255v2_alt	337403	338179	-
ENSG00000264236	ENST00000584419.1	chr18	68992717	68993375	-
ENSG00000220685	ENST00000405549.1	chr6	5065794	5066982	-
ENSG00000060138	ENST00000228251.8	chr12	10699212	10723312	-
ENSG00000044012	ENST00000372581.1	chr1	42153420	42155824	+
ENSG00000231857	ENST00000433352.1	chrX	65327987	65331233	-
ENSG00000231856	ENST00000456688.2	chr13	51804296	51813832	+
ENSG00000175946	ENST00000325995.7	chr8	123645526	123652950	-
ENSG00000231854	ENST00000438645.1	chr6_GL000253v2_alt	2149769	2158404	-
ENSG00000231852	ENST00000418967.6	chr6	32038264	32041670	+
ENSG00000231851	ENST00000449177.1	chr2	105097059	105102944	-
ENSG00000236642	ENST00000453644.1	chr6_GL000256v2_alt	1157884	1158029	-
ENSG00000130751	ENST00000602212.5	chr19	47019819	47045775	+
ENSG00000236641	ENST00000454253.1	chr22	25212741	25213685	+
ENSG00000231859	ENST00000441505.1	chr7	97906428	97906822	+
ENSG00000231858	ENST00000456176.5	chr2	191021525	191032314	+
ENSG00000266079	ENST00000578183.1	chr17	19557210	19557911	+
ENSG00000186115	ENST00000221700.10	chr19	15878022	15898120	-
ENSG00000197670	ENST00000424252.2	chr20	53552769	53575863	+
ENSG00000110756	ENST00000349215.7	chr11	18279058	18322174	-
ENSG00000248840	ENST00000510094.2	chr4	3312511	3312835	+
ENSG00000248842	ENST00000507391.1	chr5	146400980	146407359	+
ENSG00000248843	ENST00000513434.1	chr4	3323976	3324762	-
ENSG00000233436	ENST00000422652.5	chr11	57743517	57751781	-
ENSG00000248846	ENST00000509924.2	chr5	66206211	66209447	-
ENSG00000248847	ENST00000512059.2	chr4	62489494	62490218	-
ENSG00000248848	ENST00000513150.1	chr4	74054037	74055399	-
ENSG00000134278	ENST00000410092.7	chr18	12446512	12658045	-
ENSG00000230813	ENST00000412354.1	chr1	246527029	246528155	+
ENSG00000230814	ENST00000434374.1	chrY	22528280	22536639	+
ENSG00000230815	ENST00000437846.1	chr9	94824271	94824773	+
ENSG00000230816	ENST00000433955.1	chr6_GL000251v2_alt	4515548	4519104	-
ENSG00000230817	ENST00000452901.5	chr1	82903182	83166815	+
ENSG00000230818	ENST00000419987.1	chr10	19747822	19748621	+
ENSG00000230819	ENST00000451173.1	chrY	25018498	25019303	-
ENSG00000166225	ENST00000550389.5	chr12	69470405	69579782	+
ENSG00000100883	ENST00000556994.5	chr14	34981956	35029567	+
ENSG00000072506	ENST00000168216.10	chrX	53431257	53434373	-
ENSG00000181135	ENST00000358656.8	chr8	143684480	143695385	+
ENSG00000134183	ENST00000351050.7	chr1	109603266	109613057	-
ENSG00000270587	ENST00000603263.1	chr17	63610771	63611184	-
ENSG00000134186	ENST00000370025.8	chr1	108692322	108701803	+
ENSG00000134184	ENST00000309851.9	chr1	109687819	109693745	+
ENSG00000262710	ENST00000570889.1	chr1_GL383518v1_alt	102420	102522	-
ENSG00000262712	ENST00000574705.1	chr16	4335869	4337818	-
ENSG00000262714	ENST00000571340.1	chr16	53386943	53389085	+
ENSG00000259833	ENST00000563968.5	chr16	71080865	71093667	+
ENSG00000145191	ENST00000273783.8	chr3	184135263	184145311	+
ENSG00000248213	ENST00000502609.2	chr4	118635969	118638782	-
ENSG00000037042	ENST00000251412.7	chr17	42659304	42667006	+
ENSG00000260622	ENST00000569668.1	chr2	231810347	231810844	-
ENSG00000260620	ENST00000569009.1	chr16	51054727	51056399	-
ENSG00000260621	ENST00000563090.1	chr16	56409319	56411683	+
ENSG00000260626	ENST00000567464.1	chr16	33533815	33534976	-
ENSG00000078487	ENST00000398027.6	chr7	100400852	100428679	-
ENSG00000260625	ENST00000569782.2	chr16	31508470	31509256	+
ENSG00000099330	ENST00000215061.8	chr19	17226203	17229219	+
ENSG00000248215	ENST00000510597.5	chr4	36496536	36641900	-
ENSG00000260628	ENST00000568208.5	chr16	31975802	32003728	+
ENSG00000260629	ENST00000564523.2	chr11	5244553	5245546	-
ENSG00000042753	ENST00000263270.10	chr19	46838166	46850992	-
ENSG00000183542	ENST00000309384.2	chr12	10407381	10409757	-
ENSG00000248216	ENST00000504141.1	chr5	37505687	37506857	-
ENSG00000105855	ENST00000222573.4	chr7	20331122	20415754	+
ENSG00000105854	ENST00000222572.7	chr7	95404896	95435198	-
ENSG00000111481	ENST00000262061.6	chr12	54325126	54351849	+
ENSG00000105856	ENST00000468410.5	chr7	107168960	107202508	+
ENSG00000105851	ENST00000496166.5	chr7	106865295	106907132	+
ENSG00000079689	ENST00000377961.2	chr6	25652235	25701783	+
ENSG00000105852	ENST00000427422.5	chr7	95359943	95396361	-
ENSG00000265298	ENST00000583145.1	chr17	64750419	64751311	+
ENSG00000012174	ENST00000379484.9	chrX	21839635	21885424	+
ENSG00000131002	ENST00000585549.5	chrY	19588608	19593602	+
ENSG00000220446	ENST00000402778.2	chr6	5291029	5291388	-
ENSG00000220447	ENST00000407291.1	chr6	121381471	121381860	+
ENSG00000131007	ENST00000433794.5	chrY	18581205	18590521	-
ENSG00000135587	ENST00000258052.7	chr6	109440762	109443919	+
ENSG00000214111	ENST00000438281.1	chrX	25029544	25030235	+
ENSG00000257022	ENST00000539874.1	chr12	21827209	21887957	+
ENSG00000214110	ENST00000397561.3	chr9	14921336	14922334	-
ENSG00000257023	ENST00000542076.1	chr12	22609227	22625015	-
ENSG00000071082	ENST00000264258.7	chr2	101001714	101007267	+
ENSG00000247315	ENST00000500893.3	chr20	296967	300321	+
ENSG00000139780	ENST00000267273.6	chr13	102685743	102694504	-
ENSG00000180660	ENST00000379919.5	chr13	35474181	35477209	-
ENSG00000135638	ENST00000258106.10	chr2	72917474	72934891	+
ENSG00000180662	ENST00000465083.1	chr14	65467806	65468341	-
ENSG00000180667	ENST00000315927.8	chr1	207043848	207051077	-
ENSG00000188419	ENST00000357749.6	chrX	85861179	86047562	-
ENSG00000135632	ENST00000389501.8	chr2	73214221	73227237	+
ENSG00000135631	ENST00000258098.6	chr2	73073381	73113018	-
ENSG00000135636	ENST00000413539.6	chr2	71453721	71686648	+
ENSG00000135637	ENST00000290418.4	chr2	74474101	74482996	-
ENSG00000210195	ENST00000387460.2	chrM	15887	15953	+
ENSG00000147155	ENST00000495186.5	chrX	48521157	48528716	+
ENSG00000263445	ENST00000583589.1	chr4	76573567	76573632	+
ENSG00000250033	ENST00000510767.5	chr4	138089013	138178177	+
ENSG00000263443	ENST00000577765.1	chr8	122700268	122703423	-
ENSG00000263442	ENST00000581604.1	chr6_GL000256v2_alt	2840384	2840462	-
ENSG00000114503	ENST00000321256.9	chr3	196935406	196942597	-
ENSG00000258629	ENST00000555712.1	chr14	65879591	65881070	-
ENSG00000259767	ENST00000560450.1	chr15	83022235	83024336	-
ENSG00000115677	ENST00000310931.8	chr2	241229211	241315842	-
ENSG00000259763	ENST00000650320.1	chr15	96235933	96237010	+
ENSG00000259762	ENST00000558637.1	chr15	85750335	85752901	-
ENSG00000259761	ENST00000560803.1	chr15	87042053	87047161	+
ENSG00000259760	ENST00000559569.1	chr15	99396612	99401315	-
ENSG00000259769	ENST00000560680.1	chr15	20046295	20047994	-
ENSG00000259768	ENST00000563328.4	chr16	72665169	72791624	+
ENSG00000261971	ENST00000573130.2	chr16	3051095	3056232	-
ENSG00000261970	ENST00000571144.1	chr6	79552793	79553160	+
ENSG00000261972	ENST00000573178.5	chr16_GL383556v1_alt	70050	179945	-
ENSG00000105486	ENST00000263274.11	chr19	48115444	48170603	-
ENSG00000258624	ENST00000554978.1	chr15	27340523	27340804	+
ENSG00000261978	ENST00000575404.1	chr17	80023893	80026107	+
ENSG00000262959	ENST00000573796.2	chr16	2922661	2923202	-
ENSG00000258627	ENST00000555468.1	chr15	93825057	93825159	-
ENSG00000116852	ENST00000332129.6	chr1	200969389	201023700	-
ENSG00000139291	ENST00000266673.9	chr12	71686086	71705046	+
ENSG00000267594	ENST00000586049.3	chr19	15760240	15779909	-
ENSG00000258623	ENST00000556919.1	chr14	68683410	68685565	-
ENSG00000263196	ENST00000574391.1	chr16	10723423	10723766	-
ENSG00000263199	ENST00000576282.1	chr17	54702935	54703430	+
ENSG00000219747	ENST00000405720.1	chr6	151099528	151099933	+
ENSG00000029364	ENST00000336643.9	chr14	69398691	69460551	+
ENSG00000125255	ENST00000245312.4	chr13	103043997	103066846	-
ENSG00000227258	ENST00000618753.4	chr13	44110450	44240517	+
ENSG00000227259	ENST00000427588.2	chr2	100591149	100591324	-
ENSG00000227256	ENST00000453549.1	chr21	32277862	32280988	+
ENSG00000227257	ENST00000416300.1	chr9	96918927	96919318	+
ENSG00000227254	ENST00000451853.1	chr13	34082428	34083310	-
ENSG00000227255	ENST00000447470.1	chr17	15764702	15765664	+
ENSG00000227252	ENST00000418430.1	chr2	237059433	237085817	-
ENSG00000227253	ENST00000415731.2	chr10	32266288	32269474	+
ENSG00000029363	ENST00000531224.5	chr6	136256862	136289851	-
ENSG00000267638	ENST00000585899.1	chr17	44115911	44120595	+
ENSG00000267639	ENST00000592994.3	chr3_KI270784v1_alt	9249	12063	+
ENSG00000105141	ENST00000427043.3	chr19	15049383	15058293	+
ENSG00000267737	ENST00000586321.1	chr17	78315728	78347798	+
ENSG00000267630	ENST00000586408.1	chr19	27918942	27929370	+
ENSG00000267631	ENST00000301407.7	chr19	49035609	49036816	-
ENSG00000267632	ENST00000591237.1	chr17	42509783	42511519	+
ENSG00000267633	ENST00000591826.1	chr19	13772472	13774118	-
ENSG00000142920	ENST00000373443.7	chr1	33081166	33120529	+
ENSG00000267635	ENST00000574248.2	chr17_JH159147v1_alt	30905	31430	-
ENSG00000267636	ENST00000591132.1	chr19	31421996	31427302	+
ENSG00000267637	ENST00000590850.1	chr17	59784812	59785035	+
ENSG00000186543	ENST00000436658.1	chr1	21434317	21437558	+
ENSG00000235949	ENST00000443901.1	chr2	154696461	154697817	-
ENSG00000235941	ENST00000430065.1	chr6_GL000250v2_alt	3148085	3150568	+
ENSG00000235940	ENST00000412991.1	chr10	20804292	20804577	+
ENSG00000235943	ENST00000456146.1	chr3	171894435	171895240	+
ENSG00000235942	ENST00000431011.2	chr1	152842867	152843983	+
ENSG00000146205	ENST00000274979.12	chr2	241188508	241225376	+
ENSG00000235944	ENST00000421890.5	chr7	5823159	5847311	+
ENSG00000235947	ENST00000414938.1	chr3	4749191	4751590	-
ENSG00000235946	ENST00000441761.1	chrX	104062541	104063037	-
ENSG00000164418	ENST00000421544.6	chr6	101181256	102070083	+
ENSG00000166548	ENST00000299697.11	chr16	66508002	66550412	-
ENSG00000164411	ENST00000525899.5	chr6	87282977	87329278	-
ENSG00000222150	ENST00000410218.1	chr7	116944285	116944414	-
ENSG00000164414	ENST00000369552.8	chr6	87472976	87512336	+
ENSG00000222154	ENST00000410222.1	chr7	53490147	53490439	-
ENSG00000255775	ENST00000539206.1	chr12	6155034	6160719	-
ENSG00000202224	ENST00000365354.1	chr18	2621089	2621201	+
ENSG00000100532	ENST00000216420.11	chr14	54509827	54539309	+
ENSG00000263602	ENST00000583892.1	chr17	48724407	48724475	-
ENSG00000077454	ENST00000310300.10	chr7	100574659	100586153	-
ENSG00000224290	ENST00000416324.5	chr6_GL000251v2_alt	3129706	3135499	+
ENSG00000224543	ENST00000600149.1	chr19	14489387	14489609	+
ENSG00000263606	ENST00000581139.1	chr18	2945626	2946890	-
ENSG00000077458	ENST00000358780.9	chr11	95768941	95789791	-
ENSG00000259169	ENST00000555315.1	chr14	60398933	60400013	-
ENSG00000264247	ENST00000580048.1	chr18	74591773	74597824	-
ENSG00000139292	ENST00000266674.9	chr12	71439769	71586310	+
ENSG00000201464	ENST00000364594.1	chr6	79301962	79302066	-
ENSG00000201467	ENST00000364597.1	chrX	17044379	17044511	-
ENSG00000212658	ENST00000391353.1	chr17	41301825	41302851	-
ENSG00000212659	ENST00000391355.1	chr17	41265338	41266641	+
ENSG00000265908	ENST00000579154.1	chr17	28944795	28945394	+
ENSG00000229432	ENST00000452899.2	chr6_GL000251v2_alt	2593597	2594934	-
ENSG00000265905	ENST00000582641.2	chr2	38936875	38937158	-
ENSG00000229433	ENST00000457449.1	chr3	184756388	184773155	-
ENSG00000212657	ENST00000391352.1	chr17	41307699	41309253	-
ENSG00000265902	ENST00000581431.1	chr11	74720267	74720337	-
ENSG00000253140	ENST00000521359.1	chr8	48515851	48517089	-
ENSG00000260367	ENST00000567209.2	chr16	28973961	28978824	-
ENSG00000260366	ENST00000569130.1	chr19	48926170	48926444	+
ENSG00000260364	ENST00000562656.1	chr16	65233055	65432820	+
ENSG00000260362	ENST00000561538.1	chr16	9666884	9676843	-
ENSG00000260361	ENST00000562894.1	chr15	92779756	92781492	-
ENSG00000260360	ENST00000567904.1	chr1	179953183	179954440	-
ENSG00000260369	ENST00000562672.2	chr17	80453734	80454729	-
ENSG00000260368	ENST00000564694.1	chr8	100913246	100914388	-
ENSG00000021300	ENST00000354190.9	chr11	73646177	73662819	+
ENSG00000217026	ENST00000447844.1	chr21	27420379	27421023	-
ENSG00000217027	ENST00000403538.1	chr6	144200446	144200965	-
ENSG00000261012	ENST00000567376.2	chr2	20999312	21000917	-
ENSG00000100399	ENST00000216241.13	chr22	41229512	41240934	-
ENSG00000209482	ENST00000386747.1	chr22	39315212	39315307	-
ENSG00000209480	ENST00000386745.1	chr22	39313818	39313911	-
ENSG00000216378	ENST00000404225.1	chr6	100177208	100178192	+
ENSG00000100393	ENST00000263253.8	chr22	41091785	41180079	+
ENSG00000261011	ENST00000437689.3	chr10	87001635	87009905	+
ENSG00000100395	ENST00000216237.9	chr22	41205204	41231271	+
ENSG00000200552	ENST00000363682.1	chr7	102336868	102336970	+
ENSG00000259164	ENST00000557752.1	chr14	77098310	77225462	+
ENSG00000223208	ENST00000411276.1	chr4	119434004	119434108	-
ENSG00000253132	ENST00000520057.1	chr14	106643141	106643585	-
ENSG00000223203	ENST00000411271.1	chr6	143449808	143449911	+
ENSG00000223202	ENST00000411270.1	chr11	74685223	74685505	+
ENSG00000264164	ENST00000358484.4	chr17	32083178	32096989	+
ENSG00000213338	ENST00000443279.1	chrX	154622427	154623500	-
ENSG00000196550	ENST00000367128.7	chr1	206186178	206202873	-
ENSG00000196553	ENST00000636229.1	chr14	66486370	66498553	+
ENSG00000222351	ENST00000410419.1	chr9	122945987	122946094	-
ENSG00000264387	ENST00000583098.1	chr13	55174453	55174548	+
ENSG00000186260	ENST00000571589.5	chr16	14071321	14266771	+
ENSG00000264386	ENST00000581077.1	chr15	74788671	74788757	-
ENSG00000197208	ENST00000200652.3	chr5	132294442	132344206	+
ENSG00000239468	ENST00000494652.3	chr7	148890225	148890513	+
ENSG00000239462	ENST00000474798.1	chr3	98902423	99018562	+
ENSG00000239463	ENST00000472833.5	chr6_GL000254v2_alt	4247785	4269773	-
ENSG00000151292	ENST00000361991.6	chr5	123545633	123615446	+
ENSG00000239467	ENST00000426475.1	chr2	170771112	170778148	+
ENSG00000239464	ENST00000494487.3	chr4	43598543	43598844	-
ENSG00000239465	ENST00000492168.1	chr15	64631108	64631914	-
ENSG00000217686	ENST00000401550.2	chr13	98610291	98610876	-
ENSG00000217684	ENST00000407896.2	chr6	140761528	140762262	+
ENSG00000217680	ENST00000407776.1	chr6	75465122	75465570	+
ENSG00000159461	ENST00000290649.9	chr16	56361451	56425538	-
ENSG00000026652	ENST00000320285.8	chr6	161130024	161274061	-
ENSG00000205955	ENST00000438353.1	chr3	184115351	184117898	+
ENSG00000211945	ENST00000390605.2	chr14	106184900	106185394	-
ENSG00000205959	ENST00000382488.2	chr4	8506827	8512610	+
ENSG00000185158	ENST00000341671.11	chr17	32021141	32053504	+
ENSG00000211681	ENST00000390327.2	chr22	22914236	22914308	+
ENSG00000211682	ENST00000390328.2	chr22	22918131	22918201	+
ENSG00000211683	ENST00000390329.3	chr22	23630617	23638941	-
ENSG00000211684	ENST00000390330.2	chr22	22921389	22921435	+
ENSG00000211685	ENST00000390331.3	chr22	22922593	22923034	+
ENSG00000211687	ENST00000390333.1	chr7	38253379	38253429	-
ENSG00000211688	ENST00000390334.1	chr7	38256336	38256396	-
ENSG00000211689	ENST00000443402.6	chr7	38257878	38265678	-
ENSG00000185155	ENST00000366810.5	chr1	226223617	226227054	+
ENSG00000185156	ENST00000329805.5	chr17	8797161	8799349	-
ENSG00000229567	ENST00000423010.1	chr1	93278960	93279129	-
ENSG00000229565	ENST00000442020.1	chr4	117834400	117869948	+
ENSG00000229562	ENST00000416133.1	chrX	137660518	137662242	+
ENSG00000229563	ENST00000435394.5	chrX	45505387	45523644	+
ENSG00000229560	ENST00000436977.1	chr2	82268426	82269927	-
ENSG00000225192	ENST00000452497.1	chr10	37794275	37796109	-
ENSG00000255040	ENST00000525966.1	chr11	14673605	14674555	-
ENSG00000229568	ENST00000414479.1	chr2	136544711	136545542	+
ENSG00000229569	ENST00000427035.1	chr10	79000483	79003803	-
ENSG00000213260	ENST00000419975.1	chr10	105686321	105687051	+
ENSG00000106635	ENST00000223368.6	chr7	73536355	73558002	-
ENSG00000213262	ENST00000430995.1	chr1	117640811	117641639	-
ENSG00000261103	ENST00000565904.1	chr16	83710178	83717898	-
ENSG00000261104	ENST00000565044.1	chr2	9106592	9109865	+
ENSG00000213265	ENST00000456951.5	chr7	130668647	130687432	-
ENSG00000106633	ENST00000403799.7	chr7	44144274	44189423	-
ENSG00000261108	ENST00000570107.2	chr16	32739626	32740166	-
ENSG00000213269	ENST00000393214.2	chrX	74376124	74376885	-
ENSG00000106638	ENST00000305632.10	chr7	73567532	73578791	-
ENSG00000255047	ENST00000528421.1	chr11	29668885	29669628	-
ENSG00000211538	ENST00000390204.1	chrX	50009721	50009805	+
ENSG00000107863	ENST00000396432.6	chr10	24583608	24723668	-
ENSG00000211532	ENST00000390198.1	chr19	53726921	53726986	+
ENSG00000255045	ENST00000531241.1	chr11	124744633	124746337	-
ENSG00000230357	ENST00000429165.1	chr6_GL000252v2_alt	1164975	1165838	-
ENSG00000123584	ENST00000243314.5	chrX	149781929	149787737	+
ENSG00000206812	ENST00000384085.1	chr13	75109586	75109693	+
ENSG00000152670	ENST00000505374.5	chr5	55738023	55817157	+
ENSG00000152672	ENST00000272367.6	chr2	70808642	70820600	-
ENSG00000207569	ENST00000384837.2	chr14	100881885	100881978	+
ENSG00000238731	ENST00000459216.1	chr16	72673502	72673564	+
ENSG00000238730	ENST00000459221.1	chrX	40535501	40535563	-
ENSG00000238735	ENST00000459273.1	chr2	20246325	20246387	-
ENSG00000143643	ENST00000366661.8	chr1	230906242	230978838	-
ENSG00000124588	ENST00000380455.8	chr6	2999996	3028869	+
ENSG00000143641	ENST00000366672.4	chr1	230067208	230282124	+
ENSG00000124587	ENST00000304611.12	chr6	42963869	42979220	-
ENSG00000167332	ENST00000396950.3	chr11	4680170	4697842	-
ENSG00000167333	ENST00000300747.9	chr11	4598671	4608259	-
ENSG00000009830	ENST00000261534.8	chr14	77274955	77320884	-
ENSG00000229300	ENST00000450610.6	chr6_GL000252v2_alt	3082386	3087539	+
ENSG00000220161	ENST00000577684.1	chr17	18411158	18414380	+
ENSG00000258056	ENST00000552576.2	chr12	55729103	55730852	+
ENSG00000178927	ENST00000306645.9	chr17	82442642	82450829	-
ENSG00000178921	ENST00000314666.10	chr17	8249285	8270485	+
ENSG00000178922	ENST00000372425.8	chr1	43451002	43453989	-
ENSG00000178928	ENST00000535759.1	chr19	47801242	47819051	-
ENSG00000266341	ENST00000583349.1	chr17	48060382	48060669	-
